"city","state","date","association","church","organized","members","minister","ordained","settled","race","citation","lon","lat","jlat","jlon","url"
"Boscawen","NH","1853-06","Hopkinton Association","East",NA,150,"Ambrose Smith","","1853","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.636864,43.3243931,43.3283311354186,-71.6257059254176,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Boscawen","NH","1853-06","Hopkinton Association","West",NA,163,"Edward Buxton","","1837","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.636864,43.3243931,43.3166431937329,-71.6489582175103,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Bristol","NH","1853-06","Hopkinton Association","",NA,29,"---- Garland","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.7367162,43.5911499,43.5911499,-71.7367162,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Canterbury","NH","1853-06","Hopkinton Association","",NA,126,"Howard Moody","","1843","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.5652802,43.3372738,43.3372738,-71.5652802,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Concord","NH","1853-06","Hopkinton Association","East",NA,94,"Henry A. Kendall","","1851","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.5375718,43.2081366,43.2050762884106,-71.5314952952513,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Concord","NH","1853-06","Hopkinton Association","First Church",NA,256,"Nathaniel Bouton","","1825","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.5375718,43.2081366,43.2031562797885,-71.5410342771111,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Concord","NH","1853-06","Hopkinton Association","South",NA,238,"Henry E. Parker","","1851","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.5375718,43.2081366,43.2152159690843,-71.540407801551,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Concord","NH","1853-06","Hopkinton Association","West",NA,188,"Asa P. Tenney","","1833","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.5375718,43.2081366,43.2112447529361,-71.5263882009493,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Fisherville","NH","1853-06","Hopkinton Association","",NA,73,"Daniel Lancaster","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.6000742,43.2803571,43.2803571,-71.6000742,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Franklin","NH","1853-06","Hopkinton Association","",NA,101,"William T. Savage","","1849","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.6472988,43.4442432,43.4442432,-71.6472988,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Henniker","NH","1853-06","Hopkinton Association","",NA,176,"J. M. R. Eaton","","1851","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.8222872,43.1798323,43.1798323,-71.8222872,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Hill","NH","1853-06","Hopkinton Association","",NA,42,"Daniel Sawyer","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.7045908,43.5256454,43.5256454,-71.7045908,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Hopkinton","NH","1853-06","Hopkinton Association","",NA,173,"M. B. Angier","","1853","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.691066,43.1947744,43.1947744,-71.691066,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Loudon","NH","1853-06","Hopkinton Association","",NA,30,"---- Willey","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.4672651,43.2856337,43.2780254555663,-71.4763817717486,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Northfield and Sanbridge","NH","1853-06","Hopkinton Association","",NA,113,"Corban Curtice","","1843","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.5723953,43.1938516,43.1938516,-71.5723953,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Pembroke","NH","1853-06","Hopkinton Association","",NA,128,"Robert Crossett","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.4575,43.146667,43.146667,-71.4575,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Salisbury","NH","1853-06","Hopkinton Association","",NA,93,"E. D. Eldredge","","1849","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.7170222,43.3800768,43.3800768,-71.7170222,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Warner","NH","1853-06","Hopkinton Association","",NA,121,"Harrison O. Howland","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.815833,43.280278,43.280278,-71.815833,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Wilmot","NH","1853-06","Hopkinton Association","",NA,37,"Reuben Kimball","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 96-97)",-71.9136936,43.4517414,43.4517414,-71.9136936,"https://archive.org/stream/americancongrega04amer#page/96/mode/1up"
"Colebrook","NH","1853-06","Lancaster Association","",NA,53,"Joseph B. Hill","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.496296,44.894313,44.894313,-71.496296,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Dalton","NH","1853-06","Lancaster Association","",NA,29,"---- Blake","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.6948098,44.4158924,44.4158924,-71.6948098,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Lancaster","NH","1853-06","Lancaster Association","",NA,62,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.5692477,44.4889204,44.4889204,-71.5692477,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Stewartstown","NH","1853-06","Lancaster Association","",NA,28,"J. Wooster","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.5072399,45.0075703,45.0075703,-71.5072399,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Whitefield","NH","1853-06","Lancaster Association","",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.6101011,44.3731103,44.3731103,-71.6101011,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Bedford","NH","1853-06","Manchester Association","Presbyterian",NA,159,"Thomas Savage","","1826","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.5132008,42.9463291,42.9463291,-71.5132008,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Dunbarton","NH","1853-06","Manchester Association","",NA,127,"John M. Putnam","","1830","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.6164615,43.1025818,43.1025818,-71.6164615,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Goffstown","NH","1853-06","Manchester Association","",NA,110,"Isaac Willey","","1837","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.6002223,43.0204052,43.0204052,-71.6002223,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Hudson","NH","1853-06","Manchester Association","",NA,71,"D. L. French","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.4398074,42.7647763,42.7647763,-71.4398074,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Litchfield","NH","1853-06","Manchester Association","Presbyterian",NA,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.4797889,42.8442536,42.8442536,-71.4797889,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Londonderry","NH","1853-06","Manchester Association","Presbyterian",NA,192,"T. G. Brainerd","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.3739272,42.8651298,42.8651298,-71.3739272,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Manchester","NH","1853-06","Manchester Association","First Church",NA,248,"C. W. Wallace","","1840","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.4547891,42.9956397,42.9988451456091,-71.4498082025949,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Manchester","NH","1853-06","Manchester Association","Second Church",NA,224,"Samuel C. Bartlett","","1852","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.4547891,42.9956397,43.0011772081429,-71.4653178090585,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Manchester","NH","1853-06","Manchester Association","Christian Mission",NA,34,"T. P. Sawin","","1853","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.4547891,42.9956397,43.0011733302991,-71.4627003165904,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Merrimack","NH","1853-06","Manchester Association","",NA,170,"E. G. Little","","1850","","The Year-book of the American Congregational Union for the Year 1854 (p. 97)",-71.4948322,42.8678693,42.8678693,-71.4948322,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Alstead","NH","1853-06","Monadnock Association","First Church",NA,74,"Samuel G. Tenney","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.3614201,43.149481,43.1415299926741,-72.3634459042153,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Alstead","NH","1853-06","Monadnock Association","East",NA,125,"Bezaleel Smith","","1852","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.3614201,43.149481,43.1419774245984,-72.3699819816573,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Alstead","NH","1853-06","Monadnock Association","Paper Mill Village",NA,30,"George S. Kemp","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.3614201,43.149481,43.1581058555286,-72.3504289335221,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Chesterfield","NH","1853-06","Monadnock Association","",NA,58,"Ebenezer Newhall","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.470278,42.887222,42.887222,-72.470278,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Dublin","NH","1853-06","Monadnock Association","",NA,48,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.0625817,42.9075823,42.9075823,-72.0625817,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Fitzwilliam","NH","1853-06","Monadnock Association","",NA,120,"Abraham Jenkins Jr.","","1848","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.141749,42.7806396,42.7806396,-72.141749,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Gilsum","NH","1853-06","Monadnock Association","",NA,45,"Ezra Adams","","1851","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.2628635,43.0484123,43.0484123,-72.2628635,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Hinsdale","NH","1853-06","Monadnock Association","",NA,79,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.4865089,42.7862065,42.7862065,-72.4865089,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Jaffrey","NH","1853-06","Monadnock Association","",NA,140,"Laban Ainsworth; Leonard Tenney","","1782; 1845","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.0231238,42.8139651,42.8139651,-72.0231238,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Keene","NH","1853-06","Monadnock Association","",NA,307,"Z. S. Barstow","","1818","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.2781409,42.933692,42.933692,-72.2781409,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Marlborough","NH","1853-06","Monadnock Association","",NA,101,"Giles Lyman","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.2078343,42.9042471,42.9042471,-72.2078343,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Nelson","NH","1853-06","Monadnock Association","",NA,103,"C. N. Ransom","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.1309166,42.9906361,42.9906361,-72.1309166,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Harrisville","NH","1853-06","Monadnock Association","",NA,65,"William G. Tuttle","","1851","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.0964713,42.9450815,42.9450815,-72.0964713,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Roxbury","NH","1853-06","Monadnock Association","",NA,30,"Samuel H. Tolman","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.20585,42.9549844,42.9549844,-72.20585,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
"Stoddard","NH","1853-06","Monadnock Association","",NA,40,"Isaac Robinson","","1803","","The Year-book of the American Congregational Union for the Year 1854 (pp. 97-98)",-72.1145281,43.0786901,43.0786901,-72.1145281,"https://archive.org/stream/americancongrega04amer#page/97/mode/1up"
